-164.00310355075325,-49.08143369250675
-161.73899673077727,-49.40519887504439
-160.99841828165998,-50.50382992605841
-161.71801220089532,-51.16116103138815
-166.94714381262102,-49.456347340750696
-165.91413390556954,-49.41439848262396
-166.84374314087682,-49.909583594937764
-166.99341027928625,-50.064722464705994
-164.9728311935814,-49.12788770754871
-165.89901622139854,-49.60639551052587
-164.26507196320838,-50.86625369364253
-170.04378827048595,-49.002389283178665
-167.54685136647703,-49.408775295760236
-168.37048398425281,-50.57605098714044
-168.89119452807597,-50.45643535926743
-169.3140586531047,-50.893245196904864
-167.9776519695659,-49.24688341714311
-168.31933843021227,-49.72047658040274
-167.53746226030137,-49.45767703837495
-167.77223989621174,-51.99678083677984
-167.73496022224595,-51.62617957349095
-168.5027364222685,-51.16405384202344
-172.37581257951624,-47.96211848261414
-171.30174221384425,-49.116122842679516
-170.4965210620743,-49.89160321992958
-172.88703814247233,-49.68303549920833
-171.4577741719351,-50.08605595203991
-170.85617367734088,-50.51967202262346
-170.21164178835858,-51.533430950653255
-170.64135887088744,-51.70355510068655
-171.64910247036076,-51.33695522183287
-171.46542618737513,-53.12691469816477
-175.85826768006066,-46.79582434453375
-174.68873550915885,-46.060276511726315
-174.20681704735867,-48.911893823631814
-175.428969898261,-48.50227947039877
-176.64385991159568,-48.497253349552025
-174.49436142294778,-48.6202372143523
-176.82121366417715,-48.402098871306976
-174.6338812853719,-48.739935417561284
-176.46017330959583,-49.050177513983904
-176.42035111564752,-48.49180877647451
-176.24211254961654,-50.20201417064578
-174.27545028485204,-50.36679915603791
-173.74301248707434,-50.87120132545081
-175.93171720306117,-50.76335116179149
-175.44532743263304,-50.092583911138085
-174.35878612161497,-50.20621149984229
-175.27746221392417,-52.25337436301649
-175.88470422143874,-52.33855930096044
-173.39268322435532,-53.44202375521092
-178.67358833701988,-47.78745867706124
-179.40596779671458,-47.32990686532159
-177.7144320949013,-46.89273592207032
-178.90232686095558,-46.66987761729908
-179.86567948387955,-47.46579874192214
-177.77253060001206,-47.03445682142055
-178.32288108286912,-47.743224460922114
-178.20571544024915,-47.35212822769928
-177.4361142416826,-47.56550699217498
-178.71160807891826,-46.2550442212964
-179.60084064634995,-47.094246632022355
-178.17410159399785,-48.37213692404905
-177.24928496286947,-48.63167901047125
-179.5174761699072,-47.93278672653828
-179.02684995345132,-48.95654046809845
-178.8357227846749,-48.72640278547479
